Title,Text,[M] elective: ,[M] institution: ,[M] title: ,"[C] Barker, Lecia","[C] Bradley, Steven","[C] Hooshangi, Sara","[C] Kunkeler, Thom","[C] Lennon, Ruth","[C] Parkinson, Jack","[C] Sibia, Naaz (Naaz Sibia)",Annotations
Distributed and Parallel Technologies (H) COMPSCI4082,"<h2>title</h2>Distributed and Parallel Technologies (H) COMPSCI4082<h2>summary</h2><p id=""_COMPSCI40820""><span id=""_COMPSCI40821"">This course aims to develop in students a better understanding of the computing science challenges posed by the dominant highly concurrent architectures. These include engineering scalable and reliable systems. Students will gain both a broad overview of emerging technologies for engineering reliable and scalable systems, together with practical experience using a small number of key technologies for designing, implementing and evaluating scalable parallel systems and reliable distributed systems.</span></p><h2>content</h2><p id=""_COMPSCI408231""><span id=""_COMPSCI408232"">The many</span><span id=""_COMPSCI408233"">&nbsp;</span><span id=""_COMPSCI408234"">core revolution means that almost all </span><span id=""_COMPSCI408235"">hardware platforms contain </span><span id=""_COMPSCI408236"">multiple cores</span><span id=""_COMPSCI408237"">, and that the architectures evolve rapidly as the number of cores increases. </span></p><p id=""_COMPSCI408238"">&nbsp;</p><p id=""_COMPSCI408239""><span id=""_COMPSCI408240"">Software on such platforms</span><span id=""_COMPSCI408241"">&nbsp;must be</span><span id=""_COMPSCI408242"">&nbsp;</span></p><p id=""_COMPSCI408243"">&nbsp;</p><p id=""_COMPSCI408244""><span id=""_COMPSCI408245"">Scalable:</span><span id=""_COMPSCI408246"">&nbsp;emergent computing platforms operate at unprecedented scale, with commodity servers already commonly comprising hundreds of hosts, tens of thousands of cores, and thousands of storage devices.  The trend towards large distributed systems is driven by Moore's law and is powering transformative developments in areas like sensor networks, the Internet of Things, and big data infrastructures and analytics. </span></p><p id=""_COMPSCI408247"">&nbsp;</p><p id=""_COMPSCI408248""><span id=""_COMPSCI408249"">Reliable:</span><span id=""_COMPSCI408250"">&nbsp;systems must tolerate and recover from hardware, software and network failures.  </span><span id=""_COMPSCI408251"">Moreover the semantics of highly concurrent and fault tolerant systems is complex, and specialised techniques are required to reasoning about these systems so as to be confident that they are reliable in the sense of being correct.  </span></p><p id=""_COMPSCI408252"">&nbsp;</p><p id=""_COMPSCI408253""><span id=""_COMPSCI408254"">This course aims to provide both a broad overview of emerging technologies for engineering reliable and scalable systems, together with practical experience using a small number of key technologies for designing, implementing and evaluating scalable parallel systems and reliable distributed systems.</span></p><h2>ilo</h2><p id=""_COMPSCI408256""><span id=""_COMPSCI408257"">By the end of the course students will be able to: </span></p><p id=""_COMPSCI408258""><span id=""_COMPSCI408259"">1. </span><span id=""_COMPSCI408260"">Articulate the key computing science challenges posed by many</span><span id=""_COMPSCI408261"">&nbsp;</span><span id=""_COMPSCI408262"">core architectures, the technologies available to address them</span><span id=""_COMPSCI408263"">, and </span><span id=""_COMPSCI408264"">the challenges of building reliable and scalable systems</span><span id=""_COMPSCI408265"">;</span></p><p id=""_COMPSCI408266""><span id=""_COMPSCI408267"">2. </span><span id=""_COMPSCI408268"">Design and implement simple parallel applications on shared and distributed memory architectures</span><span id=""_COMPSCI408269"">;</span></p><p id=""_COMPSCI408270""><span id=""_COMPSCI408271"">3. </span><span id=""_COMPSCI408272"">Evaluate the scaling properties of simple parallel applications</span><span id=""_COMPSCI408273"">;</span></p><p id=""_COMPSCI408274""><span id=""_COMPSCI408275"">4. </span><span id=""_COMPSCI408276"">Design and implement simple reliable distributed applications, selecting </span><span id=""_COMPSCI408277"">appropriately from various families of algorithm used in distributed systems, based on specific system requirements</span><span id=""_COMPSCI408278"">;</span></p><p id=""_COMPSCI408279""><span id=""_COMPSCI408280"">5. </span><span id=""_COMPSCI408281"">Evaluate the reliability properties of simple distributed applications</span><span id=""_COMPSCI408282"">.</span></p> ",COMPSCI4082,Glasgow_Scotland,Distributed and Parallel Technologies (H) COMPSCI4082,PDC,,PDC,PDC,PDC,PDC; AR,PDC,
Information Retrieval (H) COMPSCI4069,"<h2>title</h2>Information Retrieval (H) COMPSCI4069<h2>summary</h2><p id=""_COMPSCI40690""><span id=""_COMPSCI40691"">To present students with an in-depth examination of the theoretical and practical issues involved in providing tools to access large collections of documents, especially in the context of the World Wide Web.</span></p><p id=""_COMPSCI40692""><span id=""_COMPSCI40693"">To present students with the practical engineering issues raised by the design and implementation of an information retrieval system.</span></p><h2>content</h2><p id=""_COMPSCI406928""><span id=""_COMPSCI406929"">To present students with an in-depth examination of the theoretical and practical issues involved in providing tools to access large collections of documents, especially in the context of the World Wide Web.</span></p><p id=""_COMPSCI406930""><span id=""_COMPSCI406931"">To present students with the practical engineering issues raised by the design and implementation of an information retrieval system.</span></p><h2>ilo</h2><p id=""_COMPSCI406934""><span id=""_COMPSCI406935"">By the end of the course students will be able to:</span></p><p id=""_COMPSCI406936""><span id=""_COMPSCI406937"">1. </span><span id=""_COMPSCI406938"">Implement a standard information retrieval (IR) system;</span></p><p id=""_COMPSCI406939""><span id=""_COMPSCI406940"">2. </span><span id=""_COMPSCI406941"">Discuss the theoretical basis behind the standard models of IR (e.g. Boolean, Vector-space, and Probabilistic models);</span></p><p id=""_COMPSCI406942""><span id=""_COMPSCI406943"">3. </span><span id=""_COMPSCI406944"">Discuss how an IR system should be evaluated in terms of the system's performance and the user's satisfaction with the system;</span></p><p id=""_COMPSCI406945""><span id=""_COMPSCI406946"">4. </span><span id=""_COMPSCI406947"">Describe the techniques in organising information;</span></p><p id=""_COMPSCI406948""><span id=""_COMPSCI406949"">5. </span><span id=""_COMPSCI406950"">Describe the techniques involved in retrieving information from the World Wide Web;</span></p><p id=""_COMPSCI406951""><span id=""_COMPSCI406952"">6. </span><span id=""_COMPSCI406953"">Describe the practical engineering issues raised by the implementation of a search engine for the Web</span><span id=""_COMPSCI406954"">.</span></p> ",COMPSCI4069,Glasgow_Scotland,Information Retrieval (H) COMPSCI4069,AI,,DM,DM; 10,DM,AI,AI; NC,
Modelling Reactive Systems (H) COMPSCI4031,"<h2>title</h2>Modelling Reactive Systems (H) COMPSCI4031<h2>summary</h2><p id=""_COMPSCI40310""><span id=""_COMPSCI40311"">Modelling concurrent, communicating systems using non-probabilistic and probabilistic techniques, verification us</span><span id=""_COMPSCI40312"">ing the SPIN and PRISM model checkers</span><span id=""_COMPSCI40313"">, </span><span id=""_COMPSCI40314"">and </span><span id=""_COMPSCI40315"">introduction to reactive </span><span id=""_COMPSCI40316"">synthesis.</span></p><h2>content</h2><p id=""_COMPSCI403126""><span id=""_COMPSCI403127"">Reactive systems are widely and increasingly used throughout society (e.g. telecommunications, flight control, railway signalling, medical devices).  An understanding of the fundamentals of these systems, at an abstract level, is essential for the developm</span><span id=""_COMPSCI403128"">ent of process control systems and should be a pre-requisite for anyone developing software for such applications.  This course provides in-depth study of key formal techniques used in designing and analysing concurrent, reactive systems; and to </span><span id=""_COMPSCI403129"">present th</span><span id=""_COMPSCI403130"">e practical issues raised by using </span><span id=""_COMPSCI403131"">a number of</span><span id=""_COMPSCI403132"">&nbsp;such formalisms and associated software tools, particularly within the context of developing communi</span><span id=""_COMPSCI403133"">cations protocols and other </span><span id=""_COMPSCI403134"">communications applications.</span><span id=""_COMPSCI403135"">&nbsp;</span></p><p id=""_COMPSCI403136""><span id=""_COMPSCI403137"">Students will learn to model systems using the Pro</span><span id=""_COMPSCI403138"">mela specification language and associated verification tool SPIN. In addition, probabilistic systems will be modelled as Discrete Time Markov Chains using the PRISM language and tool. </span></p><p id=""_COMPSCI403139""><span id=""_COMPSCI403140"">L</span><span id=""_COMPSCI403141"">astly, students will</span><span id=""_COMPSCI403142"">&nbsp;be made aware of </span><span id=""_COMPSCI403143"">fundamental</span><span id=""_COMPSCI403144"">&nbsp;concepts</span><span id=""_COMPSCI403145"">&nbsp;of</span><span id=""_COMPSCI403146"">&nbsp;</span><span id=""_COMPSCI403147"">reactive</span><span id=""_COMPSCI403148"">&nbsp;synthesis</span><span id=""_COMPSCI403149"">.</span></p><h2>ilo</h2><p id=""_COMPSCI403150""><span id=""_COMPSCI403151"">By the end of the course students will be able to:</span></p><p id=""_COMPSCI403152"">&nbsp;</p><p id=""_COMPSCI403153""><span id=""_COMPSCI403154"">1: Clearly differentiate issues that arise in concurrent, reactive, and distributed systems;</span></p><p id=""_COMPSCI403155""><span id=""_COMPSCI403156"">2: Explain the various concepts of concurrency and communication that arise </span><span id=""_COMPSCI403157"">in such systems;</span></p><p id=""_COMPSCI403158""><span id=""_COMPSCI403159"">3: Demonstrate understanding of the concepts of signalling and control and associated modelling issues;</span></p><p id=""_COMPSCI403160""><span id=""_COMPSCI403161"">4: Develop message sequence charts for a reactive system;</span></p><p id=""_COMPSCI403162""><span id=""_COMPSCI403163"">5: Enumerate the differences between non-probabilistic and probabilistic form</span><span id=""_COMPSCI403164"">alisms;</span></p><p id=""_COMPSCI403165""><span id=""_COMPSCI403166"">6: Design and analyse a reactive system, including a communication protocol, using appropriate design techniques and mechanised analysis tools (SPIN and PRISM)</span><span id=""_COMPSCI403167"">;</span></p><p id=""_COMPSCI403168""><span id=""_COMPSCI403169"">7:</span><span id=""_COMPSCI403170"">&nbsp;Explain concepts </span><span id=""_COMPSCI403171"">of</span><span id=""_COMPSCI403172"">&nbsp;</span><span id=""_COMPSCI403173"">reactive </span><span id=""_COMPSCI403174"">synthesis</span><span id=""_COMPSCI403175"">.</span></p> ",COMPSCI4031,Glasgow_Scotland,Modelling Reactive Systems (H) COMPSCI4031,FPL; 10,,PDC; NC,NC; PDC; 10,PDC,SPD; PDC,SE; AR,
Operating Systems (H) COMPSCI4011,"<h2>title</h2>Operating Systems (H) COMPSCI4011<h2>summary</h2><p id=""_COMPSCI40110""><span id=""_COMPSCI40111"">To introduce the students to the styles of coding required with an OS; </span></p><p id=""_COMPSCI40112""><span id=""_COMPSCI40113"">To give a thorough presentation of the contents of a traditional OS, including the key abstractions;</span></p><p id=""_COMPSCI40114""><span id=""_COMPSCI40115"">To show the range of algorithms and techniques available for specific OS problems, and the implications of selection specific algorithms for application behaviour; </span></p><p id=""_COMPSCI40116""><span id=""_COMPSCI40117"">To develop an integrated understanding of what the computer is doing, from a non-naive view of hardware to the behaviour of multi-threaded application processes; present the alternatives and clarify the trade-offs that drive OS and hardware design.</span></p><h2>content</h2><p id=""_COMPSCI401155""><span id=""_COMPSCI401156"">To introduce the students to the styles of coding required with an OS; </span></p><p id=""_COMPSCI401157""><span id=""_COMPSCI401158"">To give a thorough presentation of the contents of a traditional OS, including the key abstractions;</span></p><p id=""_COMPSCI401159""><span id=""_COMPSCI401160"">To show the range of algorithms and techniques available for specific OS problems, and the implications of selection specific algorithms for application behaviour; </span></p><p id=""_COMPSCI401161""><span id=""_COMPSCI401162"">To develop an integrated understanding of what the computer is doing, from a non-naive view of hardware to the behaviour of multi-threaded application processes; present the alternatives and clarify the trade-offs that drive OS and hardware design.</span></p><h2>ilo</h2><p id=""_COMPSCI401164""><span id=""_COMPSCI401165"">By the end of this course, students will be able to: </span></p><p id=""_COMPSCI401166""><span id=""_COMPSCI401167"">1. </span><span id=""_COMPSCI401168"">Use current operating system terminology in correctly explaining the functions of an OS;</span></p><p id=""_COMPSCI401169""><span id=""_COMPSCI401170"">2. </span><span id=""_COMPSCI401171"">Relate operating system functions to computer hardware;</span></p><p id=""_COMPSCI401172""><span id=""_COMPSCI401173"">3. </span><span id=""_COMPSCI401174"">Describe the mechanisms of interrupts, context switching and address translation;</span></p><p id=""_COMPSCI401175""><span id=""_COMPSCI401176"">4. </span><span id=""_COMPSCI401177"">Describe the relation of operating system functions to language run-time systems;</span></p><p id=""_COMPSCI401178""><span id=""_COMPSCI401179"">5. </span><span id=""_COMPSCI401180"">Explain the significance of concurrency in operating system design;</span></p><p id=""_COMPSCI401181""><span id=""_COMPSCI401182"">6. </span><span id=""_COMPSCI401183"">Demonstrate an understanding of the semantics of operating system functions, including scheduling and memory management, by being able to describe their functioning;</span></p><p id=""_COMPSCI401184""><span id=""_COMPSCI401185"">7. </span><span id=""_COMPSCI401186"">Implement simple operating system components</span><span id=""_COMPSCI401187"">&nbsp;and basic algorithms (CPU scheduling, deadlock detection and avoidance algorithms);</span></p><p id=""_COMPSCI401188""><span id=""_COMPSCI401189"">8. </span><span id=""_COMPSCI401190"">Critique designs and implementations of OS components, </span><span id=""_COMPSCI401191"">eg</span><span id=""_COMPSCI401192"">&nbsp;the Unix file system;</span></p><p id=""_COMPSCI401193""><span id=""_COMPSCI401194"">9. </span><span id=""_COMPSCI401195"">Illustrate the influence of operating system functions on application behaviour;</span></p><p id=""_COMPSCI401196""><span id=""_COMPSCI401197"">10. </span><span id=""_COMPSCI401198"">Compare and contrast alternative approaches to hardware components such as the CPU and bus;</span></p><p id=""_COMPSCI401199""><span id=""_COMPSCI4011100"">11. </span><span id=""_COMPSCI4011101"">Engineer medium-sized (multi-file) software components for integration into larger C </span><span id=""_COMPSCI4011102"">and/or Java programs</span><span id=""_COMPSCI4011103"">.</span></p> ",COMPSCI4011,Glasgow_Scotland,Operating Systems (H) COMPSCI4011,OS,,OS,OS; 10,OS,OS,OS,
Programming Languages (H) COMPSCI4016,"<h2>title</h2>Programming Languages (H) COMPSCI4016<h2>summary</h2><p id=""_COMPSCI40160""><span id=""_COMPSCI40161"">This course aims to:</span></p><p id=""_COMPSCI40162""><span id=""_COMPSCI40163"">P</span><span id=""_COMPSCI40164"">rovide a conceptual framework that will enable students to understand familiar programming languages more deeply and learn new languages more efficiently;</span></p><p id=""_COMPSCI40165""><span id=""_COMPSCI40166"">S</span><span id=""_COMPSCI40167"">how how the syntax of a programming language can be formalized;</span></p><p id=""_COMPSCI40168""><span id=""_COMPSCI40169"">E</span><span id=""_COMPSCI401610"">xplain the functions of compilers and interpreters, how they interact, and how they work;</span></p><p id=""_COMPSCI401611""><span id=""_COMPSCI401612"">S</span><span id=""_COMPSCI401613"">how how to implement a compiler using compiler-generation tools.</span></p><h2>content</h2><p id=""_COMPSCI401644""><span id=""_COMPSCI401645"">This course aims to:</span></p><p id=""_COMPSCI401646""><span id=""_COMPSCI401647"">P</span><span id=""_COMPSCI401648"">rovide a conceptual framework that will enable students to understand familiar programming languages more deeply and learn new languages more efficiently;</span></p><p id=""_COMPSCI401649""><span id=""_COMPSCI401650"">S</span><span id=""_COMPSCI401651"">how how the syntax of a programming language can be formalized;</span></p><p id=""_COMPSCI401652""><span id=""_COMPSCI401653"">E</span><span id=""_COMPSCI401654"">xplain the functions of compilers and interpreters, how they interact, and how they work;</span></p><p id=""_COMPSCI401655""><span id=""_COMPSCI401656"">S</span><span id=""_COMPSCI401657"">how how to implement a compiler using compiler-generation tools.</span></p><h2>ilo</h2><p id=""_COMPSCI401659""><span id=""_COMPSCI401660"">By the end of the course students will be able to:</span></p><p id=""_COMPSCI401661""><span id=""_COMPSCI401662"">1. </span><span id=""_COMPSCI401663"">Describe the relationships between the imperative, object-oriented, and functional programming paradigms;</span></p><p id=""_COMPSCI401664""><span id=""_COMPSCI401665"">2. </span><span id=""_COMPSCI401666"">Explain fundamental programming language concepts such as values and types, variables and lifetime, bindings and scope, procedural abstraction, data abstraction, and generic abstraction;</span></p><p id=""_COMPSCI401667""><span id=""_COMPSCI401668"">3. </span><span id=""_COMPSCI401669"">Explain the distinction between syntax and semantics, and read and write syntactic specifications of programming languages;</span></p><p id=""_COMPSCI401670""><span id=""_COMPSCI401671"">4. </span><span id=""_COMPSCI401672"">Explain the functions of compilers and interpreters, and compiler-interpreter interactions such as multi-stage compilers, interpretive compilers, and just-in-time compilers;</span></p><p id=""_COMPSCI401673""><span id=""_COMPSCI401674"">5. </span><span id=""_COMPSCI401675"">Implement a compiler and interpreter for a very simple programming language using compiler-generation tools.</span></p> ",COMPSCI4016,Glasgow_Scotland,Programming Languages (H) COMPSCI4016,FPL,,FPL,FPL,SDF; FPL,FPL,FPL,
Recommender Systems (H) COMPSCI4075,"<h2>title</h2>Recommender Systems (H) COMPSCI4075<h2>summary</h2><p id=""_COMPSCI40750""><span id=""_COMPSCI40751"">This course introduces the concepts, applications, algorithms, programming, and design of recommender systems -- software systems that recommend products or information, often based on extensive personalization. Recommender systems are</span><span id=""_COMPSCI40752"">&nbsp;widely used by many users on a day-to-day basis: </span><span id=""_COMPSCI40753"">while </span><span id=""_COMPSCI40754"">recommender systems </span><span id=""_COMPSCI40755"">have been pioneered by </span><span id=""_COMPSCI40756"">e-commerce sites such</span><span id=""_COMPSCI40757"">&nbsp;as</span><span id=""_COMPSCI40758"">&nbsp;Amazon</span><span id=""_COMPSCI40759"">&nbsp;and Netflix, they are widely used ranging in areas from marketing (e.g. personalized product recommendations </span><span id=""_COMPSCI407510"">with</span><span id=""_COMPSCI407511"">&nbsp;your </span><span id=""_COMPSCI407512"">supermarket loyalty card</span><span id=""_COMPSCI407513"">), education, social media, and financial services. This course discusses various techniques for making recommendations, including non-personalized, content-based, and collaborative recommendation techniques, </span><span id=""_COMPSCI407514"">and their evaluation.</span></p><h2>content</h2><p id=""_COMPSCI407534""><span id=""_COMPSCI407535"">Recommender systems are widely deployed stochastic retrieval systems - a search system that learns what to suggest to a user based upon no explicit user input (i.e. zero query), but make suggestions using what is known about the user or the demogr</span><span id=""_COMPSCI407536"">aphics that the user belongs to</span><span id=""_COMPSCI407537"">.</span><span id=""_COMPSCI407538"">&nbsp;With the prevalence of recommender systems, from e-commerce sites to supermarket loyalty cards, it can be seen </span><span id=""_COMPSCI407539"">recommendation technologies have the potential to be more ubiquitous than search technologies.</span><span id=""_COMPSCI407540"">&nbsp;</span><span id=""_COMPSCI407541"">This course introduces the concepts, applications, algorithms, programming, and design of recommender systems -- software systems that recommend products or information, often based on extensive personalization. This course discusses various techniques for making recommendations that are widely used in industry, including non-personalized, content-based, and collaborative recommendation techniques, and their evaluation.</span></p><h2>ilo</h2><p id=""_COMPSCI407543""><span id=""_COMPSCI407544"">By the end of this course students will be able to:</span></p><p id=""_COMPSCI407545""><span id=""_COMPSCI407546"">1. </span><span id=""_COMPSCI407547"">Describe the techniques in making automatic recommendations and </span><span id=""_COMPSCI407548"">personalising</span><span id=""_COMPSCI407549"">&nbsp;them for individual users.</span></p><p id=""_COMPSCI407550""><span id=""_COMPSCI407551"">2. </span><span id=""_COMPSCI407552"">Describe different recommendation system </span><span id=""_COMPSCI407553"">scenarios,</span><span id=""_COMPSCI407554"">&nbsp;and models suitable for deployment therein</span><span id=""_COMPSCI407555"">.</span></p><p id=""_COMPSCI407556""><span id=""_COMPSCI407557"">3. </span><span id=""_COMPSCI407558"">Discuss how a recommender system should be evaluated in terms of the system's performance and the user's satisfaction with the system</span><span id=""_COMPSCI407559"">.</span></p><p id=""_COMPSCI407560""><span id=""_COMPSCI407561"">4. </span><span id=""_COMPSCI407562"">Describe the practical engineering issues raised by the implementation of a recommender system in a real deployment</span><span id=""_COMPSCI407563"">.</span></p><p id=""_COMPSCI407564""><span id=""_COMPSCI407565"">5. </span><span id=""_COMPSCI407566"">Implement </span><span id=""_COMPSCI407567"">and evaluate </span><span id=""_COMPSCI407568"">a standard recommender system.</span></p> ",COMPSCI4075,Glasgow_Scotland,Recommender Systems (H) COMPSCI4075,AI,,SPD; AI,AI; 10; 15,SE; HCI,AI,AI,
Startup Growth Engineering (H) COMPSCI4087,"<h2>title</h2>Startup Growth Engineering (H) COMPSCI4087<h2>summary</h2><p id=""_COMPSCI40870""><span id=""_COMPSCI40871"">Start-up Growth Engineering comprises the techniques and best practices applied by the world's most successful tech companies to exponentially grow from the start-up phase into large-scale organisations, with millions of users.  These techniques have been distilled from best practices employed across start-ups in the Silicon Valley and elsewhere.   Start-up Growth Engineering moves beyond traditional product development and marketing activities into an integrated, scientific approach to introducing a new product idea into a market and driving viral user growth.    </span></p><p id=""_COMPSCI40872"">&nbsp;</p><p id=""_COMPSCI40873""><span id=""_COMPSCI40874"">The Start-up Growth Engineering course combines theory with a large number of practical examples taken from well-known organisations.  It equips students with the skills to employ their software engineering and product development skills more effectively, in a real-world environment.</span></p><h2>content</h2><p id=""_COMPSCI408740""><span id=""_COMPSCI408741"">To familiarise students with the fundamental techniques used by tech companies to drive exponential user growth, including user retention techniques, the different types of compounding growth mechanisms, and optimization techniques.</span></p><p id=""_COMPSCI408742"">&nbsp;</p><p id=""_COMPSCI408743""><span id=""_COMPSCI408744"">To equip students with the analytical and strategy skills necessary to analyse real-world start-up growth trajectories and construct predictive and optimisation models to drive user growth.    </span></p><p id=""_COMPSCI408745"">&nbsp;</p><p id=""_COMPSCI408746""><span id=""_COMPSCI408747"">To enable students to apply these techniques in team situations and to gain an understanding of the typical Growth Engineering team structures and processes employed in Silicon Valley and other leading start-up incubation areas</span><span id=""_COMPSCI408748"">.</span></p><h2>ilo</h2><p id=""_COMPSCI408750""><span id=""_COMPSCI408751"">By the end of this course students will be able to:</span></p><p id=""_COMPSCI408752""><span id=""_COMPSCI408753"">1. </span><span id=""_COMPSCI408754"">explain and apply the techniques used to create viral user growth in tech companies;</span></p><p id=""_COMPSCI408755""><span id=""_COMPSCI408756"">2. </span><span id=""_COMPSCI408757"">create a growth strategy for a start-up, designed to drive exponential growth.</span></p><p id=""_COMPSCI408758""><span id=""_COMPSCI408759"">3. </span><span id=""_COMPSCI408760"">explain the key metrics involved in driving start-up exponential growth, and how to optimise those metrics;</span></p><p id=""_COMPSCI408761""><span id=""_COMPSCI408762"">4. </span><span id=""_COMPSCI408763"">qualitatively and quantitatively predict the growth performance of a product or start-up based on current growth metrics</span></p><p id=""_COMPSCI408764""><span id=""_COMPSCI408765"">5. </span><span id=""_COMPSCI408766"">analyse and explain why some start-ups grow into very large-scale organisations, while others with similar products fail;</span></p><p id=""_COMPSCI408767""><span id=""_COMPSCI408768"">6. </span><span id=""_COMPSCI408769"">explain how growth teams are configured inside leading start-ups and the development models used by them.</span></p> ",COMPSCI4087,Glasgow_Scotland,Startup Growth Engineering (H) COMPSCI4087,SEP; 17,,17,SEP; 17,17,17,17; DM,
Web Science (H) COMPSCI4077,"<h2>title</h2>Web Science (H) COMPSCI4077<h2>summary</h2><p id=""_COMPSCI40770""><span id=""_COMPSCI40771"">Web Science is the study of the World Wide Web (WWW), its components, facets and characteristics and the impact it has on both society and technology. The World Wide Web changed the way in which we create information, communicate and interact. New models of social networks (LinkedIn, Facebook, etc.) create opportunities, which were not </span><span id=""_COMPSCI40772"">available</span><span id=""_COMPSCI40773"">&nbsp;before. Exploiting such data and networks for the benefit of individuals and organizations has become a key in our knowledge society.</span></p><h2>content</h2><p id=""_COMPSCI407717""><span id=""_COMPSCI407718"">The objective of </span><span id=""_COMPSCI407719"">this course</span><span id=""_COMPSCI407720"">&nbsp;is to </span><span id=""_COMPSCI407721"">introduce students to the field of web science and critically examine methodologies and techniques used in the field.</span></p><h2>ilo</h2><p id=""_COMPSCI407727""><span id=""_COMPSCI407728"">By the end of this course students will be able to:</span></p><p id=""_COMPSCI407729""><span id=""_COMPSCI407730"">1. </span><span id=""_COMPSCI407731"">Skills to analyse and implement technical solutions on social web applications</span></p><p id=""_COMPSCI407732""><span id=""_COMPSCI407733"">2. </span><span id=""_COMPSCI407734"">Describe the techniques employed in developing advertising models on the web</span></p><p id=""_COMPSCI407735""><span id=""_COMPSCI407736"">3. </span><span id=""_COMPSCI407737"">Describe the techniques needed to analyse social networks</span></p><p id=""_COMPSCI407738""><span id=""_COMPSCI407739"">4. </span><span id=""_COMPSCI407740"">Ability to understand and rationalise privacy threats and mitigation strategies in online communities</span></p><p id=""_COMPSCI407741""><span id=""_COMPSCI407742"">5. </span><span id=""_COMPSCI407743"">Describe</span><span id=""_COMPSCI407744"">&nbsp;methodologies to conduct large scale data analysis</span><span id=""_COMPSCI407745"">&nbsp;to analyse user behaviour on the web,</span><span id=""_COMPSCI407746"">&nbsp;to predict user demographics and purchase behaviours</span></p><p id=""_COMPSCI407747""><span id=""_COMPSCI407748"">6. </span><span id=""_COMPSCI407749"">Describe</span><span id=""_COMPSCI407750"">&nbsp;sentiment and emotion extraction techniques</span><span id=""_COMPSCI407751"">&nbsp;and employ them.</span></p> ",COMPSCI4077,Glasgow_Scotland,Web Science (H) COMPSCI4077,SPD; 15; AI,,SDF,NC; 15,SE,SEP,NC; DM,
Numerical Programming,"<h2>title</h2>Numerical Programming<h2>summary</h2>Using simple examples of algorithms, the essential problems, basic knowledge, concepts and techniques of numerical programming are taught and practiced in programming tasks.<h2>content</h2>Examples of simple numerical simulationsFloating point arithmetic and numeric calculationsAlgorithm stabilityCondition of numerical problemsPerformance and optimization (e.g. cache, pipelining, latency, throughput)Object Orientation and Numerical AlgorithmsInteractive visualizationTypical algorithms of numerical problemsBasic principles of iterative numerical algorithmsBasic principles of programming efficient and parallelizable algorithms<h2>ilo</h2>Skills in the implementation of simple numerical algorithms (especially with regard to efficiency), skills in the visualization of numerical results, knowledge of the special requirements of numerical programming and the related application of computer science methods. ",Inf-NumProg,CAU_Germany,Numerical Programming,FPL,,AL; MSF,AL; MSF; 09,MSF,MSF,MSF; AL,
Methods for Efficient Similarity Search in Large Data Sets,"<h2>title</h2>Methods for Efficient Similarity Search in Large Data Sets<h2>summary</h2>The lecture presents new techniques for similarity search, especially feature-based similarity search in databases with complexly structured objects. The treated substance is used in many (non-computer science) sciences in which data-driven exploration is becoming an increasingly important topic, such as archaeology, medicine, and other natural sciences and humanities. This data includes, in particular, multimedia objects and general Multi-attribute objects objects with spatial expansion (e.g. CAD data, geo-objects, bio-molecules, etc.) Time series and sequence data (e.g. audio sequences, video sequences, etc.)<h2>content</h2>Introduction to feature-based similarity searchFeature rooms and distance measurementsAlgorithmic paradigms for request processingIndex structures for feature rooms and metric spacesArea inquiriesNext-neighbours inquiriesReverse Next Neighbors RequestSkyline requests and Pareto optimalityEvaluation of methods for finding similarityFeature extraction of spatially extended objectsFeature extraction of time seriesNeighborhood search in network graphs<h2>ilo</h2>The students know algorithmic techniques for the efficiency and effectiveness of the presented techniques for neighborhood search and neighborhood inquiry in non-standard databases (data sets) and can apply them practically. In addition, they have understood index-based search and multi-stage request processing as well as feature extraction methods for spatial and temporal data. ",inf-EAeS,CAU_Germany,Methods for Efficient Similarity Search in Large Data Sets,AL; AI,,AL; DM,DM; AL; 09,AL; DM,AL; AI,DM,Annotation: Really don't know... AI? AL?; User: Lecia Barker; Timestamp: 6/25/2023 7:18:52 PM; Code(s): ; Trigger: Methods for Efficient Similarity Search in Large Data Sets
